name,date,rate,votes,genre,duration,type,certificate,nudity,violence
"Holes",2003,7,82652,"Adventure, Comedy, Drama",117,film,PG,mild,moderate
"Holidate",2020,6.1,53195,"Comedy, Romance",104,film,TV-MA,moderate,mild
"Hollington Drive",2021,4.6,254,"Thriller",60,series,unknown,no rate,no rate
"Hollow Man",2000,5.8,127637,"Action, Horror, Sci-Fi",112,film,R,moderate,severe
"Home",2015,6.6,97439,"Animation, Adventure, Comedy",94,film,PG,none,mild
"Home Again",2017,5.8,30703,"Comedy, Drama, Romance",97,film,PG-13,mild,mild
"Home Alone",1990,7.6,509474,"Comedy, Family",103,film,PG,none,mild
"Home Alone 2: Lost in New York",1992,6.8,324043,"Adventure, Comedy, Crime",120,film,PG,none,moderate
"Home Before Dark",1992,7.5,9094,"Crime, Drama, Mystery",45,series,TV-14,none,mild
"Home Economics",2002,6.3,2033,"Comedy",30,series,TV-PG,none,no rate
"Home Improvement",1983,7.2,41852,"Comedy, Family",22,series,TV-PG,none,none
"Home and Away",1986,5.1,5781,"Drama, Romance",22,series,TV-14,mild,moderate
"Homecoming",2015,7.5,22922,"Drama, Mystery, Thriller",30,series,TV-MA,mild,mild
"Homefront",2013,6.5,115503,"Action, Crime, Thriller",100,film,R,mild,severe
"Homeland",2000,8.3,326240,"Crime, Drama, Mystery",55,series,TV-MA,severe,moderate
"Homicide: Life on the Street",2019,8.6,12197,"Crime, Drama, Mystery",60,series,TV-14,moderate,severe
"Honest Thief",2020,6,43570,"Action, Crime, Drama",99,film,PG-13,none,moderate
"Honey Boy",2019,7.3,33212,"Drama",94,film,R,mild,moderate
"Honey, I Shrunk the Kids",1989,6.4,148720,"Adventure, Comedy, Family",93,film,PG,mild,mild
"Hook",1991,6.8,243446,"Adventure, Comedy, Family",142,film,PG,none,mild
"Hooligans",2005,7.4,146326,"Crime, Drama, Sport",109,film,R,none,severe
"Horns",2013,6.5,81030,"Comedy, Crime, Drama",120,film,R,severe,severe
"Horrible Bosses",2011,6.8,433267,"Comedy, Crime",98,film,R,moderate,mild
"Horrible Bosses 2",2014,6.3,164781,"Comedy, Crime",108,film,R,moderate,moderate
"Host",2020,6.5,23974,"Horror, Mystery",57,film,unknown,none,moderate
"Hostel",2005,5.9,174601,"Horror",94,film,R,severe,severe
"Hostel: Part II",2007,5.5,88047,"Horror",94,film,R,severe,severe
"Hostiles",2017,7.2,78212,"Drama, Western",134,film,R,none,severe
"Hot Fuzz",2007,7.8,483256,"Action, Comedy, Mystery",121,film,R,mild,severe
"Hot Shots!",1991,6.8,103840,"Action, Comedy",84,film,PG-13,mild,mild
"Hot Summer Nights",2017,6.4,15784,"Comedy, Crime, Drama",107,film,R,mild,moderate
"Hot Tub Time Machine",2010,6.4,167799,"Comedy, Sci-Fi",101,film,R,moderate,moderate
"Hot in Cleveland",2021,7.3,12945,"Comedy",30,series,TV-PG,moderate,no rate
"Hotaru no haka",1988,8.5,253961,"Animation, Drama, War",89,film,unknown,none,moderate
"Hotel Del Luna",2019,8.2,5842,"Drama, Fantasy, Horror",80,series,unknown,no rate,no rate
"Hotel Desire",2011,5.7,2730,"Short, Drama, Romance",38,film,TV-MA,severe,none
"Hotel Mumbai",2018,7.6,58602,"Action, Drama, History",123,film,R,mild,severe
"Hotel Transylvania",2012,7.1,237433,"Animation, Adventure, Comedy",91,film,PG,none,mild
"Hotel Transylvania 2",2015,6.7,116092,"Animation, Adventure, Comedy",89,film,PG,none,mild
"Hotel Transylvania 3: Summer Vacation",2018,6.3,64404,"Animation, Adventure, Comedy",97,film,PG,none,mild
"Hotel Transylvania: Transformania",2022,6.9,316,"Animation, Adventure, Comedy",0,film,PG,none,severe
"House",1985,6.2,25116,"Comedy, Fantasy, Horror",93,film,R,none,moderate
"House M.D.",2019,8.7,432280,"Drama, Mystery",44,series,TV-14,mild,moderate
"House at the End of the Street",2012,5.6,75314,"Drama, Horror, Thriller",101,film,PG-13,mild,moderate
"House of 1000 Corpses",2003,6.1,82053,"Horror",89,film,R,moderate,severe
"House of Cards",2011,8.7,481801,"Drama",51,series,TV-MA,moderate,mild
"House of Gucci",2021,0,0,"Crime, Drama, Thriller",0,film,R,no rate,no rate
"House of Wax",2005,5.4,119934,"Horror, Thriller",113,film,R,mild,severe
"House of the Dragon",2021,0,0,"Action, Adventure, Drama",0,series,unknown,no rate,no rate
"House on Haunted Hill",1959,6.8,25409,"Crime, Horror, Mystery",75,film,unknown,none,mild
"How Green Was My Valley",1941,7.7,22983,"Drama, Family",118,film,unknown,none,mild
"How High",2001,6.3,56036,"Comedy, Fantasy",93,film,R,moderate,mild
"How I Met Your Mother",2020,8.3,635038,"Comedy, Romance",22,series,TV-14,moderate,none
"How the Grinch Stole Christmas",2000,6.2,222878,"Comedy, Family, Fantasy",104,film,PG,mild,mild
"How the West Was Won",1962,7.1,19878,"Western",164,film,G,none,mild
"How to Be Single",2016,6.1,84267,"Comedy, Drama, Romance",110,film,R,mild,none
"How to Get Away with Murder",1992,8.1,139455,"Crime, Drama, Mystery",43,series,TV-14,moderate,moderate
"How to Lose a Guy in 10 Days",2003,6.4,222606,"Comedy, Romance",116,film,PG-13,mild,none
"How to Sell Drugs Online (Fast)",2013,7.9,27813,"Comedy, Crime, Drama",30,series,TV-MA,mild,mild
"How to Train Your Dragon",2010,8.1,695722,"Animation, Action, Adventure",98,film,PG,none,mild
"How to Train Your Dragon: The Hidden World",2019,7.5,115487,"Animation, Action, Adventure",104,film,PG,none,mild
"Howard the Duck",1986,4.7,45387,"Action, Adventure, Comedy",110,film,PG,moderate,mild
"Hubie Halloween",2020,5.2,44058,"Comedy, Mystery",103,film,PG-13,mild,mild
"Hudson & Rex",2021,7.1,1497,"Crime, Drama, Mystery",45,series,unknown,none,no rate
"Hugo",2011,7.5,313623,"Drama, Family, Fantasy",126,film,PG,none,mild
"Hulk",2003,5.6,259530,"Action, Sci-Fi",138,film,PG-13,mild,moderate
"Humans",2003,8,37949,"Drama, Sci-Fi",42,series,TV-14,mild,mild
"Hung",2005,7.1,21410,"Comedy, Drama",30,series,TV-MA,severe,none
"Hunt for the Wilderpeople",2016,7.9,121089,"Adventure, Comedy, Drama",101,film,PG-13,mild,moderate
"Hunter Hunter",2020,6.4,7919,"Horror, Thriller",93,film,unknown,mild,severe
"Hunter Killer",2018,6.6,59212,"Action, Thriller",121,film,R,none,moderate
"Hunter x Hunter",2004,9,73615,"Animation, Action, Adventure",24,series,TV-14,mild,moderate
"Hunters",1997,7.2,35064,"Crime, Drama, Mystery",60,series,TV-MA,moderate,severe
"Hush",2016,6.6,117663,"Horror, Thriller",82,film,R,none,severe
"Hush...Hush, Sweet Charlotte",1964,7.6,13906,"Crime, Drama, Mystery",133,film,unknown,none,moderate
"Hustle",2022,0,0,"Comedy, Drama, Sport",0,film,unknown,no rate,no rate
"Hustle Down",2021,4.2,88,"Action, Comedy, Drama",97,film,unknown,no rate,no rate
"Hustlers",2019,6.3,91362,"Comedy, Crime, Drama",110,film,R,moderate,mild
"Hypnotic",2021,0,0,"Drama, Horror, Thriller",88,film,unknown,no rate,no rate
"I Am Legend",2007,7.2,715105,"Action, Adventure, Drama",101,film,PG-13,none,moderate
"I Am Mother",2019,6.7,83654,"Drama, Mystery, Sci-Fi",113,film,TV-14,none,moderate
"I Am Not Okay with This",2020,7.5,50427,"Comedy, Drama, Fantasy",30,series,TV-MA,mild,moderate
"I Am Number Four",2011,6.1,232432,"Action, Adventure, Sci-Fi",111,film,PG-13,none,moderate
"I Am Sam",2001,7.6,146960,"Drama",132,film,PG-13,none,none
"I Care a Lot",2020,6.3,115825,"Comedy, Crime, Thriller",118,film,R,mild,mild
"I Dream Too Much",1935,5.4,563,"Comedy, Romance, Musical",97,film,unknown,mild,mild
"I Dream of Jeannie",2009,7.4,14582,"Comedy, Family, Fantasy",30,series,TV-G,none,none
"I Feel Pretty",2018,5.6,51927,"Comedy, Romance",110,film,PG-13,moderate,none
"I Know What You Did Last Summer",2021,5.1,1135,"Horror, Mystery, Thriller",45,series,TV-14,moderate,moderate
"I Love Lucy",2019,8.4,23300,"Comedy, Family",30,series,TV-G,none,none
"I May Destroy You",2020,8.1,17034,"Drama",30,series,TV-MA,severe,severe
"I See You",2019,6.8,42984,"Crime, Drama, Horror",98,film,R,none,moderate
"I Spit on Your Grave",2010,6.3,80557,"Horror, Thriller",108,film,R,severe,severe
"I Spit on Your Grave 2",2013,5.7,28658,"Horror, Thriller",106,film,R,severe,severe
"I Spit on Your Grave: Deja Vu",2019,2.3,2463,"Horror, Thriller",148,film,unknown,severe,severe
"I Still Believe",2020,6.5,10393,"Biography, Drama, Music",116,film,PG,none,none
"I Still Know What You Did Last Summer",1998,4.7,71460,"Horror, Mystery",100,film,R,mild,severe
"I Think You Should Leave with Tim Robinson",2009,7.9,9363,"Comedy",16,series,TV-MA,mild,mild
"I'm Thinking of Ending Things",2020,6.6,74508,"Drama, Thriller",134,film,R,mild,mild
"I, Robot",2004,7.1,516161,"Action, Drama, Sci-Fi",115,film,PG-13,mild,moderate
"I, Tonya",2017,7.5,199050,"Biography, Comedy, Drama",119,film,R,moderate,moderate
"IO",2019,4.7,32827,"Adventure, Drama, Sci-Fi",96,film,TV-14,mild,none
"Ice Age",2002,7.5,458655,"Animation, Adventure, Comedy",81,film,PG,none,mild
"Ice Age: Collision Course",2016,5.7,61249,"Animation, Adventure, Comedy",94,film,PG,mild,mild
"Ich bin dein Mensch",2021,7.2,1528,"Comedy, Romance, Sci-Fi",108,film,R,moderate,no rate
"Ich seh, Ich seh",2014,6.7,48564,"Horror, Mystery, Thriller",99,film,R,mild,severe
"Ida Red",2021,5.5,331,"Action, Thriller",111,film,R,no rate,no rate
"Identity",2003,7.3,235927,"Mystery, Thriller",90,film,R,none,severe
"Idi i smotri",1985,8.3,68644,"Drama, Thriller, War",142,film,unknown,moderate,severe
"Idiocracy",2006,6.6,153563,"Adventure, Comedy, Sci-Fi",84,film,R,mild,mild
"Idle Hands",1999,6.2,41820,"Comedy, Fantasy, Horror",92,film,R,moderate,severe
"If Beale Street Could Talk",2018,7.1,46133,"Drama, Romance",119,film,R,moderate,mild
"If I Can't Have Love, I Want Power",2021,7,1061,"Drama, Fantasy, Horror",53,film,R,severe,moderate
"Il buono, il brutto, il cattivo",1966,8.8,720032,"Western",161,film,R,none,moderate
"Il commissario Montalbano",1985,8.3,3485,"Crime, Drama, Mystery",95,series,TV-14,moderate,no rate
"Immortals",2011,6,164690,"Action, Drama, Fantasy",110,film,R,moderate,severe
"Implanted",2021,6.5,2029,"Sci-Fi, Thriller",96,film,unknown,no rate,no rate
"Imposters",2020,7.8,12028,"Comedy, Crime, Drama",41,series,TV-14,moderate,moderate
"Impractical Jokers",1950,8.5,36492,"Comedy, Reality-TV",30,series,TV-14,mild,none
"In Bruges",2008,7.9,403984,"Comedy, Crime, Drama",107,film,R,mild,severe
"In Plain Sight",2002,7.3,11287,"Crime, Drama, Mystery",60,series,TV-14,no rate,no rate
"In Time",2011,6.7,389523,"Action, Sci-Fi, Thriller",109,film,PG-13,mild,moderate
"In Treatment",2012,8.2,16766,"Drama",30,series,TV-MA,mild,none
"In a Lonely Place",1950,8,29259,"Drama, Film-Noir, Mystery",94,film,unknown,none,mild
"In the Cut",2003,5.3,23076,"Mystery, Thriller",119,film,R,severe,severe
"In the Dark",1997,7.5,7689,"Action, Crime, Horror",42,series,TV-14,moderate,moderate
"In the Earth",2021,5.2,4976,"Horror, Sci-Fi, Thriller",107,film,R,none,severe
"In the Heart of the Sea",2015,6.9,130763,"Action, Adventure, Biography",122,film,PG-13,none,moderate
"In the Heat of the Night",2020,7.6,4592,"Crime, Drama, Mystery",60,series,TV-14,mild,mild
"In the Heights",2021,7.4,35374,"Drama, Musical, Romance",143,film,unknown,mild,none
"In the Line of Fire",1993,7.2,98590,"Action, Crime, Drama",128,film,R,mild,moderate
"In the Mouth of Madness",1994,7.2,65455,"Drama, Fantasy, Horror",95,film,R,mild,moderate
"In the Shadow of the Moon",2019,6.2,46340,"Crime, Mystery, Sci-Fi",115,film,TV-MA,mild,moderate
"In the Tall Grass",2019,5.4,51569,"Horror, Mystery, Sci-Fi",101,film,TV-MA,mild,severe
"Incendies",2010,8.3,163134,"Drama, Mystery, War",131,film,R,mild,moderate
"Inception",2010,8.8,2178860,"Action, Adventure, Sci-Fi",148,film,PG-13,none,moderate
"Incredibles 2",2018,7.6,270157,"Animation, Action, Adventure",118,film,PG,none,mild
"Indecent Proposal",1993,6,67692,"Drama, Romance",117,film,R,moderate,none
"Independence Day",1996,7,550363,"Action, Adventure, Sci-Fi",145,film,PG-13,mild,moderate
"Independence Day: Resurgence",2016,5.2,173070,"Action, Adventure, Sci-Fi",120,film,PG-13,none,moderate
"Indiana Jones and the Kingdom of the Crystal Skull",2008,6.1,438879,"Action, Adventure",122,film,PG-13,none,moderate
"Indiana Jones and the Last Crusade",1989,8.2,719054,"Action, Adventure",127,film,PG-13,mild,moderate
"Indiana Jones and the Temple of Doom",1984,7.5,466305,"Action, Adventure",118,film,PG,mild,moderate
"Industry",1995,6.9,6086,"Drama",50,series,TV-MA,severe,mild
"Inferno",2016,6.2,167593,"Action, Adventure, Crime",121,film,PG-13,none,moderate
"Infinite",2021,5.5,32451,"Action, Sci-Fi, Thriller",106,film,PG-13,none,moderate
"Inglourious Basterds",2009,8.3,1338008,"Adventure, Drama, War",153,film,R,mild,severe
"Inherent Vice",2014,6.7,99335,"Comedy, Crime, Drama",148,film,R,moderate,mild
"Inheritance",2020,5.5,11263,"Drama, Mystery, Thriller",111,film,TV-MA,none,mild
"Inhumans",2017,5,23629,"Action, Adventure, Sci-Fi",43,series,TV-PG,moderate,moderate
"Injustice",2021,0,0,"Animation, Action, Adventure",78,film,R,no rate,no rate
"Insatiable",1993,6.5,25121,"Comedy, Drama, Thriller",45,series,TV-MA,mild,moderate
"Insecure",2021,7.9,14492,"Comedy, Romance",30,series,TV-MA,severe,none
"Inside Job",2014,0,0,"Animation, Comedy",30,series,unknown,no rate,no rate
"Inside Llewyn Davis",2013,7.5,146722,"Comedy, Drama, Music",104,film,R,none,mild
"Inside Man",2006,7.6,354981,"Crime, Drama, Mystery",129,film,R,mild,moderate
"Inside No. 9",2022,8.5,14688,"Comedy, Drama, Horror",30,series,TV-MA,mild,moderate
"Inside Out",2015,8.1,656257,"Animation, Adventure, Comedy",95,film,PG,none,mild
"Insidious",2010,6.8,292636,"Horror, Mystery, Thriller",103,film,PG-13,none,mild
"Insidious: Chapter 2",2013,6.6,162978,"Horror, Mystery, Thriller",106,film,PG-13,none,moderate
"Insomnia",2002,7.2,285016,"Drama, Mystery, Thriller",118,film,R,mild,moderate
"Inspector George Gently",1988,8,6444,"Crime, Drama, Mystery",89,series,TV-MA,mild,mild
"Inspector Morse",2007,8.2,11095,"Crime, Drama, Mystery",100,series,TV-14,moderate,severe
"Instant Family",2018,7.3,99670,"Comedy, Drama",118,film,PG-13,mild,mild
"Insurgent",2015,6.2,226861,"Action, Adventure, Sci-Fi",119,film,PG-13,mild,moderate
"Intelligence",2008,6.2,3221,"Comedy",0,series,TV-MA,mild,no rate
"Interstellar",2014,8.6,1624116,"Adventure, Drama, Sci-Fi",169,film,PG-13,none,mild
"Interview with the Vampire: The Vampire Chronicles",1994,7.5,304969,"Drama, Horror",123,film,R,moderate,severe
"Into the Badlands",1998,8,43994,"Action, Adventure, Drama",42,series,TV-14,mild,severe
"Into the Dark",2013,6.4,4282,"Drama, Fantasy, Horror",90,series,TV-MA,mild,moderate
"Into the Night",1997,7.1,27656,"Drama, Sci-Fi, Thriller",0,series,TV-MA,mild,mild
"Into the Wild",2007,8.1,595966,"Adventure, Biography, Drama",148,film,R,moderate,mild
"Into the Woods",2014,5.9,136839,"Adventure, Comedy, Drama",125,film,PG,none,mild
"Intrusion",2021,5.2,8561,"Drama, Thriller",92,film,TV-14,none,mild
"Invasion",2022,0,0,"Drama, Fantasy, Sci-Fi",0,series,TV-MA,no rate,no rate
"Invasion of the Body Snatchers",1978,7.4,56671,"Horror, Sci-Fi",115,film,PG,mild,moderate
"Invictus",2009,7.3,154961,"Biography, Drama, History",134,film,PG-13,none,mild
"Invincible",1998,8.7,92233,"Animation, Action, Adventure",50,series,TV-MA,mild,severe
"Ip Man",2008,8,217554,"Action, Biography, Drama",106,film,R,none,moderate
"Iron Fist",2019,6.4,121073,"Action, Adventure, Crime",55,series,TV-MA,mild,severe
"Iron Man",2008,7.9,986931,"Action, Adventure, Sci-Fi",126,film,PG-13,mild,moderate
"Iron Man 2",2010,7,760751,"Action, Adventure, Sci-Fi",124,film,PG-13,mild,moderate
"Iron Man Three",2013,7.1,793632,"Action, Adventure, Sci-Fi",130,film,PG-13,mild,moderate
"Irresistible",2020,6.3,16075,"Comedy, Drama",101,film,R,none,none
"Irréversible",2002,7.4,126991,"Crime, Drama, Mystery",97,film,unknown,severe,severe
"Isle of Dogs",2018,7.9,152176,"Animation, Adventure, Comedy",101,film,PG-13,none,moderate
"It",2017,7.3,491621,"Horror",135,film,R,mild,severe
"It Chapter Two",2019,6.5,231670,"Drama, Fantasy, Horror",169,film,R,mild,severe
"It Comes at Night",2017,6.2,88923,"Horror, Mystery, Sci-Fi",91,film,R,mild,moderate
"It Follows",2014,6.8,223147,"Horror, Mystery, Thriller",100,film,R,severe,moderate
"It Had to Be You",2000,5.7,1884,"Comedy, Romance",96,film,PG,no rate,no rate
"It's Always Sunny in Philadelphia",2021,8.8,201983,"Comedy",22,series,TV-MA,moderate,mild
"It's a Mad Mad Mad Mad World",1963,7.5,39857,"Action, Adventure, Comedy",210,film,G,none,mild
"It's a Wonderful Life",1946,8.6,423418,"Drama, Family, Fantasy",130,film,PG,none,mild
"Itaewon Keullasseu",2020,8.2,9194,"Drama, Romance",70,series,TV-MA,none,moderate
"JAG",1998,6.6,17409,"Action, Crime, Drama",60,series,TV-14,mild,moderate
"JFK",1991,8,148852,"Drama, History, Thriller",189,film,R,mild,moderate
"Jack Irish",2019,7.8,2241,"Crime, Drama",52,series,unknown,mild,severe
"Jack Reacher",2012,7,321888,"Action, Thriller",130,film,PG-13,mild,moderate
"Jack Reacher: Never Go Back",2016,6.1,146693,"Action, Crime, Thriller",118,film,PG-13,mild,moderate
"Jack Ryan",1982,8.1,100868,"Action, Drama, Thriller",60,series,TV-MA,moderate,severe
"Jack Whitehall: Travels with My Father",2014,7.6,4867,"Documentary, Comedy",30,series,TV-MA,mild,none
"Jackie Brown",1997,7.5,331875,"Crime, Drama, Thriller",154,film,R,mild,moderate
"Jacob's Ladder",1990,7.5,103508,"Drama, Horror, Mystery",113,film,R,moderate,severe
"Jagten",2012,8.3,304947,"Drama",115,film,R,moderate,moderate
"Jaguar",2021,5.7,1129,"Action, Drama, History",50,series,TV-14,no rate,no rate
"James and the Giant Peach",1996,6.7,63548,"Animation, Adventure, Family",79,film,PG,none,mild
"Jane Eyre",2011,7.3,84734,"Drama, Romance",120,film,PG-13,none,mild
"Jane the Virgin",2021,7.8,43479,"Comedy",60,series,TV-PG,mild,mild
"Janghwa, Hongryeon",2003,7.2,59668,"Drama, Horror, Mystery",114,film,R,none,moderate
"Jarhead",2005,7,182059,"Action, Biography, Drama",125,film,R,severe,moderate
"Jason Bourne",2016,6.6,216427,"Action, Thriller",123,film,PG-13,none,moderate
"Jason Goes to Hell: The Final Friday",1993,4.2,30684,"Fantasy, Horror, Thriller",87,film,unknown,no rate,no rate
"Jason X",2001,4.4,53758,"Action, Horror, Sci-Fi",92,film,R,moderate,severe
"Jaws",1975,8,566686,"Adventure, Thriller",124,film,PG,mild,severe
"Jaws 2",1978,5.8,75426,"Adventure, Horror, Thriller",116,film,PG,mild,moderate
"Jaws 3-D",1983,3.7,42287,"Adventure, Horror, Thriller",99,film,PG,mild,moderate
"Jaws: The Revenge",1987,3,44416,"Adventure, Horror, Thriller",89,film,PG-13,mild,moderate
"Jay and Silent Bob Reboot",2019,5.7,23109,"Action, Adventure, Comedy",105,film,R,mild,mild
"Jay and Silent Bob Strike Back",2001,6.8,151771,"Comedy",104,film,R,moderate,mild
"Je Suis Karl",2021,5.4,514,"Drama, Romance, Thriller",126,film,unknown,no rate,no rate
"Jeepers Creepers",2001,6.2,119415,"Horror, Mystery",90,film,R,mild,severe
"Jeepers Creepers: Reborn",2021,0,0,"Horror, Mystery, Thriller",0,film,unknown,no rate,no rate
"Jennifer's Body",2009,5.3,125403,"Comedy, Horror",102,film,R,mild,severe
"Jerry Maguire",1996,7.3,253205,"Comedy, Drama, Romance",139,film,R,moderate,mild
"Jessica Jones",1997,7.9,200880,"Action, Crime, Drama",56,series,TV-MA,moderate,moderate
"Jessie",2001,6,14245,"Comedy, Drama, Family",30,series,TV-G,mild,none
"Jeune et jolie",2013,6.7,33851,"Drama, Romance",95,film,unknown,severe,mild
"Jigsaw",2017,5.8,74676,"Crime, Horror, Mystery",92,film,R,mild,severe
"Jiok",2015,6.8,31,"Crime, Drama, Fantasy",150,series,TV-MA,no rate,no rate
"Jiu Jitsu",2020,2.9,7602,"Action, Sci-Fi, Thriller",102,film,R,none,moderate
"JoJo no kimyô-na bôken",2016,8.4,14660,"Animation, Action, Adventure",30,series,TV-MA,moderate,severe
"Jodaeiye Nader az Simin",2011,8.3,232684,"Drama",123,film,PG-13,none,mild
"Joe Dirt",2001,6,54504,"Adventure, Comedy, Drama",91,film,PG-13,moderate,mild
"Joey",1952,6,42116,"Comedy, Romance",22,series,TV-14,mild,none
"John Carter",2012,6.6,263224,"Action, Adventure, Sci-Fi",132,film,PG-13,mild,moderate
"John Q",2002,7.1,128820,"Crime, Drama, Thriller",116,film,PG-13,none,mild
"John Tucker Must Die",2006,5.8,81998,"Comedy, Romance",89,film,PG-13,mild,none
"John Wick",2014,7.4,579797,"Action, Crime, Thriller",101,film,R,none,severe
"John Wick: Chapter 2",2017,7.5,395905,"Action, Crime, Thriller",122,film,R,mild,severe
"John Wick: Chapter 3 - Parabellum",2019,7.4,307504,"Action, Crime, Thriller",130,film,R,none,severe
"John Wick: Chapter 3 - Parabellum: HBO First Look",2019,7.6,9495,"Documentary, Short, Action",13,film,TV-14,no rate,no rate
"John Wick: Chapter 4",2022,0,0,"Action, Crime, Thriller",0,film,unknown,no rate,no rate
"Jojo Rabbit",2019,7.9,341408,"Comedy, Drama, War",108,film,PG-13,none,mild
"Joker",2019,8.4,1077534,"Crime, Drama, Thriller",122,film,R,mild,severe
